commit_hash,ip_block,commit_message,categories,at_risk_dv_files,justification,confidence,model,in_tokens,out_tokens,cost_usd
6b434669f879d73b06b5fd1da1b93399b69d8f57,usbuart,[usbuart] Remove this IP since it is no longer maintained,"[""ASSERTION_ORPHANING""]","[""*_bind.sv"", ""*_sva.sv""]","The entire usbuart IP block is being deleted, including DV assertion files (*_bind.sv, *_sva.sv). While this is a wholesale removal rather than a selective change, the deletion of assertion binding files and SVA modules represents orphaning of assertions that would no longer be valid or present.",HIGH,claude-haiku-4-5-20251001,4529,130,0.005179
38ed2bc76163b3ff3e45bc46acf2b8d8822bdfdd,spi_device,[spi_device] Add payload overflow interrupt,"[""INTERFACE_DRIFT""]","[""*_env_pkg.sv"", ""*_tb.sv""]","The commit adds a new interrupt port `intr_upload_payload_overflow_o` to the spi_device module. The DV diff shows the testbench environment and top-level TB have been updated to include the new interrupt signal in the interface (added to env_pkg.sv enum and tb.sv port connections), indicating the DV testbench infrastructure has been synchronized with the RTL interface change.",HIGH,claude-haiku-4-5-20251001,5998,153,0.006763
bc186bd6475b5c75f71ef1f8bd0e1c12043305a7,flash_ctrl,[flash_ctrl] convert flash config to mubi,"[""SEQUENCE_INVALIDATION"", ""RAL_DESYNC""]","[""*_scoreboard.sv"", ""*_reg_block.sv"", ""*_ral_pkg.sv"", ""*_vseq.sv""]","The commit converts flash configuration registers from shadowed to MUBI format, changing register field paths (e.g., mp_region_cfg_shadowed → mp_region_shadowed). The DV scoreboard directly accesses RAL register fields that no longer exist or have changed structure, breaking reference model alignment. Additionally, any sequences that access these registers via the RAL model will be invalidated by the register map restructuring.",HIGH,claude-haiku-4-5-20251001,6168,182,0.007078
98636adbc82019a5d031d3c9183b44a85e6cc341,otbn,"[otbn, dv] removing refrences to OtbnStateUrndRefresh as it is unused","[""INTERFACE_DRIFT""]","[""*_if.sv""]","The DV diff shows changes to otbn_controller_if.sv where a reference to OtbnStateUrndRefresh was removed from a case statement in the get_operational_state() function. This is an interface drift because the RTL state machine encoding changed (state width reduced from 6 to 5 bits, and OtbnStateUrndRefresh enum removed), and the DV interface component that encodes explicit knowledge of the RTL state machine must be updated to remain synchronized.",HIGH,claude-haiku-4-5-20251001,2871,163,0.003686
6dd70f761132e83bdc956bec993b1744228e6247,flash_ctrl,[flash_ctrl] Make FIFO level readable by software,"[""SEQUENCE_INVALIDATION"", ""INTERFACE_DRIFT""]","[""*_base_vseq.sv"", ""*_rand_ops_base_vseq.sv"", ""tb.sv"", ""*_env_pkg.sv""]","The RTL changes introduce parameterized FIFO depths (ProgFifoDepth, RdFifoDepth) replacing the fixed FifoDepth constant. The DV diff shows the testbench and sequences must be updated to use these new parameters in constraint declarations and instantiation, and the environment package must define the new parameter constants. Hard-coded references to flash_ctrl_pkg::FifoDepth in constraints become invalid without these updates.",HIGH,claude-haiku-4-5-20251001,5447,196,0.006427
13d768589f0225da88b1ed3d58e13729398b6818,otbn,[otbn] Change internal escalate signals to mubi,"[""INTERFACE_DRIFT""]","[""*_tb_top.sv"", ""*_env_pkg.sv"", ""*_agent.sv""]","The RTL diff shows that internal escalate signal types changed from `logic` to `mubi4_t` across otbn.sv, otbn_controller.sv, and otbn_core.sv. The DV diff updates otbn_top_sim.sv to pass `prim_mubi_pkg::MuBi4False` instead of `1'b0` for the escalate_en_i port. This is a port type/interface change that will break any DV components (testbench, agent drivers, monitors, environment) that explicitly encode knowledge of the escalate signal as a simple logic type.",HIGH,claude-haiku-4-5-20251001,5661,209,0.006706
75885e656149d5a4a49f91d2977acb3a4ffe1b2f,otbn,"[otbn,rtl] Rewire how we pass around error bits","[""INTERFACE_DRIFT"", ""CHECKER_DESYNC""]","[""*_env_pkg.sv"", ""*_if.sv"", ""*_agent.sv"", ""*_driver.sv"", ""*_monitor.sv"", ""*_scoreboard.sv"", ""*_ref_model.sv""]","The RTL changes significantly rewire the error signaling interface between otbn_core and otbn_controller. Port names and signal types changed (insn_fetch_err, reg_intg_violation_o, and individual error inputs removed; escalate_en_i added; err_bits_t restructured to core_err_bits_t). DV components that explicitly encode knowledge of these port connections and error signal handling logic must be updated accordingly. The scoreboard/reference model must also be resynchronized to reflect the new error aggregation logic at the top level.",HIGH,claude-haiku-4-5-20251001,6119,228,0.007259
c591574068a4523db21079b49546b089de093f3d,keymgr,[all] Introduce sparse FSM macro,"[""INTERFACE_DRIFT""]","[""*_if.sv""]","The RTL change refactored FSM instantiation from explicit prim_sparse_fsm_flop modules with exposed state_raw_q signals into a macro-based approach. The DV testbench interface (keymgr_if.sv) directly accesses internal FSM state signals for fault injection, and the signal hierarchy changed from tb.dut.u_kmac_if.state_raw_q to tb.dut.u_kmac_if.u_state_regs.state_raw, requiring explicit path updates in the DV code.",HIGH,claude-haiku-4-5-20251001,3889,182,0.004799
31b633b14d7fa671724adb117d223dd25fe6c8c7,otbn,"[otbn,rtl] Remove FF for DMEM/IMEM Sec Wipe","[""CHECKER_DESYNC""]","[""*_scoreboard.sv"", ""*_checker.sv"", ""*_ref_model.sv""]","The RTL change removes flip-flops for dmem_sec_wipe and imem_sec_wipe signals, eliminating one cycle of delay in the secure wipe flow. The DV diff shows a modification to the reference model (otbn_top_sim.sv) that removes the `running` check from a conditional, suggesting the reference model was updated to account for the timing change. However, this is an incomplete alignment: scoreboard or checker models tracking the secure wipe sequence timing may now be out of sync with the new combinational-path behavior.",MEDIUM,claude-haiku-4-5-20251001,3168,194,0.004138
67783a65527f1aaaf937b9ce30866f19816e0205,otbn,"[otbn,rtl] Fix start_stop_control done_o signal when SecWipeEn=0","[""CHECKER_DESYNC""]","[""*_ref_model.sv"", ""*_scoreboard.sv""]","The RTL fix changes the timing of the done_o signal in otbn_start_stop_control.sv to always derive from the FSM state rather than conditionally on SecWipeEn. The DV diff shows a corresponding change to the reference model (state.py) that adjusts wipe_cycles from 1 to 2 when secure_wipe_enabled=False, and removes an immediate status update. This indicates the scoreboard/reference model must be resynchronized to match the updated RTL behavior and signal timing.",HIGH,claude-haiku-4-5-20251001,2461,183,0.003376
92a707979d16bca4652d555b7a6e13598cd8882f,lc_ctrl,[lc_ctrl] Add 32bit hardware revision register,"[""INTERFACE_DRIFT""]","[""*_if.sv"", ""*_tb_top.sv""]","The RTL adds a new output port `hw_rev_o` to the lc_ctrl module, and the testbench tb.sv has been updated to connect this port (currently as a floating connection). The interface definition file (*_if.sv) and any DV components that encapsulate explicit knowledge of the lc_ctrl interface (such as *_env_pkg.sv or *_agent.sv) must be updated to declare and handle this new signal, or verification will fail due to port mismatch.",HIGH,claude-haiku-4-5-20251001,6034,177,0.006919
55b5b7e7cd586512d7f50f2eee77b1fefafd310a,flash_ctrl,[flash_ctrl] Alert separation and local escalation,"[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""RAL_DESYNC""]","[""*_env_cfg.sv"", ""*_env_pkg.sv"", ""*_vseq.sv"", ""*_base_vseq.sv"", ""*_seq.sv"", ""*_reg_block.sv"", ""*_ral_pkg.sv""]","The RTL change introduces a new register (std_fault_status), splits the alert architecture from 2 to 3 alerts (adding fatal_std_err), and changes register address ranges. The DV diff shows hardcoded alert list and NUM_ALERTS parameter changes in env_pkg.sv (interface drift), register field references in env_cfg.sv pointing to newly relocated fields (RAL desync), and sequences will need updates to handle the new alert and register structure.",HIGH,claude-haiku-4-5-20251001,5248,244,0.006468
746cce3d17128699b4bfab4a8ed559bac6e092e5,rom_ctrl,"[rom_ctrl, dv] Updated sec_cm_testplan and added requirements to meet V2s","[""COVERAGE_REGRESSION"", ""SEQUENCE_INVALIDATION""]","[""*_cov_bind.sv"", ""*_cov_if.sv"", ""*_vseq.sv""]","The DV diff shows: (1) a new coverage bind for MuBi signal (rom_select_bus_o) added to rom_ctrl_cov_bind.sv, indicating coverage infrastructure expansion; (2) new test case branch (CheckerCtrlFlowConsistency) added to rom_ctrl_corrupt_sig_fatal_chk_vseq.sv with signal forcing and FSM state checks; (3) increased timing delays in rom_ctrl_kmac_err_chk_vseq.sv to fix race conditions. The coverage additions are structural expansions (not regression), but the sequence changes introduce new operational constraints and timing dependencies that could invalidate existing test assumptions.",MEDIUM,claude-haiku-4-5-20251001,3754,238,0.004944
2cba533b1e02a9396dfdc031c62e3b82c9aeb318,keymgr,[keymgr] various d2s fixes,"[""INTERFACE_DRIFT""]","[""*_env_pkg.sv""]","The DV diff shows a reordering of the alert list in keymgr_env_pkg.sv from {""fatal_fault_err"", ""recov_operation_err""} to {""recov_operation_err"", ""fatal_fault_err""}. This corresponds to RTL changes that swapped the alert_tx_o indices (alert_tx_o[0] ↔ alert_tx_o[1]), which breaks DV components that encode explicit knowledge of alert indexing.",HIGH,claude-haiku-4-5-20251001,4683,173,0.005548
1891e9dc5a9bbbb1768ef494651d7881f9ce8087,keymgr,[keymgr] Changing fault wiping behavior,"[""ASSERTION_ORPHANING"", ""CHECKER_DESYNC""]","[""*_bind.sv"", ""*_sva.sv"", ""*_assert*.sv"", ""*_scoreboard.sv"", ""*_checker.sv""]","The RTL change alters fault handling behavior (wiping triggers immediately rather than on operation boundaries), causing an interface protocol violation that triggers an existing assertion in the KMAC interface. The DV diff shows disabling an assertion via $assertoff to work around the new RTL behavior, indicating the assertion reference no longer matches RTL semantics and the scoreboard/checker may be out of sync with the new fault-wiping timing.",HIGH,claude-haiku-4-5-20251001,2178,182,0.003088
48f14bc59126055488290fef9ca34e77a29685fd,otbn,"[otbn, rtl] Fix `idle_o` timing","[""ASSERTION_ORPHANING"", ""CHECKER_DESYNC""]","[""*_idle_checker.sv"", ""*_sva.sv""]","The RTL introduces a one-cycle delay to `idle_o` via the `is_not_running_r` register stage to synchronize with status register timing. The DV assertion checker must track this delay by adding a `running_qq` signal and updating the `IdleIfNotRunning_A` assertion to compare against the delayed signal. Without this update, the assertion would fail due to timing mismatch between the delayed RTL output and the checker's undelayed model.",HIGH,claude-haiku-4-5-20251001,2758,179,0.003653
cbf79cd9e4668d5c1a332e21d3b3e88e8065c1a3,otbn,"[otbn, rtl] Add secure wipe busy to done interrupt","[""ASSERTION_ORPHANING""]","[""*_bind.sv"", ""*_sva.sv""]","The RTL commit renames the internal signal 'done' to 'done_core' to distinguish core completion from the full done interrupt (which now includes secure wipe status). The DV bind file otbn_bind.sv must be updated to reference the renamed signal 'done_core' instead of 'done', or the assertion module will lose connectivity to the correct RTL signal.",HIGH,claude-haiku-4-5-20251001,4472,148,0.005212
1938c40267b74458d3f0a7b80892ac9921424bd9,clkmgr,"[clkmgr, top] clkmgr and top updates to better support ast external clock","[""INTERFACE_DRIFT"", ""ASSERTION_ORPHANING""]","[""*_env_pkg.sv"", ""*_bind.sv"", ""*_if.sv"", ""*_tb_top.sv""]","The RTL changes the clkmgr_byp module interface by removing the step_down_req_o output port and adding hi_speed_sel_i/hi_speed_sel_o ports. The DV diff shows three impact zones: (1) tb.sv adds a new input port div_step_down_req_i that must be connected in the interface, (2) clkmgr_bind.sv changes an assertion index from idle_i[4] to idle_i[3], indicating a structural shift in signal indexing, and (3) clkmgr_env_pkg.sv uses a typedef for consistency but the underlying port changes require DV interface updates. The assertion index change in clkmgr_bind.sv is a direct orphaning hazard if the idle signal width or ordering changed.",HIGH,claude-haiku-4-5-20251001,4632,266,0.005962
ae67983f67cf343e1a233b325f5470c693439a2f,rstmgr,[dv/rstmgr] Remove first_reset support in tests,"[""SEQUENCE_INVALIDATION""]","[""*_base_vseq.sv"", ""*_vseq.sv""]","The RTL removed the rst_cpu_n input signal and associated cpu reset functionality. The DV diff shows removal of constraints, rand variables, functions (set_rst_cpu_n, get_rst_cpu_n), tasks (responders, start_responders), and test logic that directly manipulated this now-defunct interface. The base and reset verification sequences are structurally invalidated by the interface removal.",HIGH,claude-haiku-4-5-20251001,4736,158,0.005526
54b949255a8c463ea365126d90c39cd26c462638,kmac,[kmac] changed hash-threshold reg to shadow reg,"[""RAL_DESYNC"", ""SEQUENCE_INVALIDATION""]","[""*_base_vseq.sv"", ""*_reg_block.sv"", ""*_ral_pkg.sv""]","The RTL commit converts the entropy_refresh register to a shadow register (entropy_refresh_threshold_shadowed) and splits it into separate read and write paths. The DV diff shows the base sequence updating register access from ral.entropy_refresh to ral.entropy_refresh_threshold_shadowed, indicating the RAL model must be manually updated to match the new register structure, which constitutes RAL_DESYNC. Additionally, the register name and structure change invalidates the existing sequence logic that directly accessed the old register, triggering SEQUENCE_INVALIDATION.",HIGH,claude-haiku-4-5-20251001,6624,208,0.007664
0d0fa1a09f8f43b697a8f0600325acce8d1a2751,otbn,"[otbn,dv] Remove support for the model in the OTBN module","[""OTHER""]",[],"This commit removes RTL model support code from the design (ifdef blocks and multiplexing logic) and updates Python simulation infrastructure comments. The DV changes are limited to documentation updates in a Python simulator file (ext_regs.py), which is infrastructure/tooling rather than core DV components like testbenches, sequences, scoreboards, or assertions. No DV SystemVerilog files are modified.",HIGH,claude-haiku-4-5-20251001,4803,132,0.005463
74aec162f126cb432979a05b8914f296f841afb8,clkmgr,[clkmgr] d2s relate fixes,"[""INTERFACE_DRIFT"", ""CHECKER_DESYNC"", ""ASSERTION_ORPHANING""]","[""*_if.sv"", ""*_scoreboard.sv"", ""*_bind.sv""]","The RTL changes signal types (jitter_en_o from logic to mubi4_t, step_down_req_o from logic to mubi4_t) and register field names (low_speed_sel → hi_speed_sel), breaking the DV interface assumptions in clkmgr_if.sv. The scoreboard checker logic is invalidated by the signal type change and simplified comparison (removing mubi4_test_true_loose conversion). The assertions in clkmgr_bind.sv reference the old register field name (low_speed_sel.q) which no longer exists, orphaning those checks.",HIGH,claude-haiku-4-5-20251001,5078,222,0.006188
c6f4c1ba9f1ed09c59f57519024c4c7a0ce4ca1a,rstmgr,[rstmgr] Address several d2s review items,"[""INTERFACE_DRIFT""]","[""*_env_pkg.sv""]","The DV diff shows changes to rstmgr_env_pkg.sv where the LIST_OF_ALERTS parameter array is expanded from 1 alert to 2 alerts, and NUM_ALERTS is incremented from 1 to 2. This represents an interface drift where the alert interface configuration of the design has changed, requiring the DV environment package to be updated to match the new alert map.",HIGH,claude-haiku-4-5-20251001,3552,148,0.004292
a784c010ea23c468c45008d44c3b915b3ea32e88,usbdev,[usbdev] Use inter-sig for internal / FPGA-only pins,"[""INTERFACE_DRIFT""]","[""*_tb.sv"", ""*_env_pkg.sv"", ""*_if.sv"", ""*_agent.sv"", ""*_driver.sv"", ""*_monitor.sv""]","The RTL commit refactors the usbdev module's I/O interface, renaming and restructuring multiple ports (e.g., cio_d_i → usb_rx_d_i, cio_dp_i → cio_usb_dp_i, removing cio_d_en_o/cio_dn_en_o, consolidating output enables). The DV diff shows tb.sv port instantiation updates, but broader DV environment components (agent drivers, monitors, interfaces) that encode explicit knowledge of the old port names and widths will break without corresponding updates.",HIGH,claude-haiku-4-5-20251001,5949,222,0.007059
fc47a5ac2a3f47eb5d6373e3621d04bfcb3f0d74,rstmgr,[dv/rstmgr] Add dv environment for rstmgr_cnsty_chk,"[""OTHER""]",[],"This commit adds a new DV environment (testbench, testplan, configuration) for the rstmgr_cnsty_chk module. The DV diff shows creation of new infrastructure files (tb.sv, .hjson configs, .core files) and a standalone testbench implementation, not modifications to existing DV components. The RTL change is minimal (adding EnableAlertTriggerSVA parameter and a TODO comment). This is greenfield DV infrastructure addition, not a failure mode induced by RTL evolution.",HIGH,claude-haiku-4-5-20251001,4093,163,0.004908
5cb04a7b86aa50a091f27f2a14d3a9f6bb569d60,entropy_src,[entropy_src] Document & Implement THRESHOLD_SCOPE,"[""CHECKER_DESYNC"", ""SEQUENCE_INVALIDATION""]","[""*_scoreboard.sv"", ""*_base_vseq.sv"", ""*_env_cfg.sv""]","The RTL changes the adaptive proportional and Markov health test logic to operate on either per-bit or aggregated counts based on the THRESHOLD_SCOPE register. The scoreboard's calc_adaptp_test() and evaluate_adaptp_test()/evaluate_markov_test() functions are updated to track min/max/sum values and conditionally select which value to use for threshold checking based on threshold_scope, reflecting the new RTL behavior. Additionally, the environment configuration and base sequence are updated to randomize and configure the new ht_threshold_scope field, which was previously unused.",HIGH,claude-haiku-4-5-20251001,7849,213,0.008914
c8b6231addeafba7cbccf3cef98800eae1042787,aes,[aes] Convert Masking and SBoxImpl parameters to Sec parameters,"[""INTERFACE_DRIFT""]","[""*_tb_top.sv""]","The RTL commit renames two security-critical parameters from `Masking`/`SBoxImpl` to `SecMasking`/`SecSBoxImpl` across multiple modules. The DV diff shows the testbench (tb.sv) must be updated to use the new parameter names when instantiating the DUT, which is a direct interface drift issue where the design's port parameter names have changed.",HIGH,claude-haiku-4-5-20251001,5532,148,0.006272
7a05aa5aaf61c997c6c8901e3b4605ee13cf8266,sysrst_ctrl,[sysrst_ctrl] Add input path for flash_wp_l,"[""INTERFACE_DRIFT""]","[""*_if.sv"", ""*_tb_top.sv""]","The RTL adds a new input port `cio_flash_wp_l_i` to the sysrst_ctrl module. The DV diff shows corresponding updates to the testbench interface (*_if.sv) and top-level module instantiation (tb.sv), adding the new signal to both the interface and DUT port mapping. This is a straightforward port addition requiring synchronization across DV components that encode explicit knowledge of the design interface.",HIGH,claude-haiku-4-5-20251001,5949,163,0.006764
6be74bbbaa661cca728441f5e03af6afa2966ec5,entropy_src,[entropy_src] Add boot phase done state,"[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_env_cfg.sv"", ""*_env_pkg.sv"", ""*_scoreboard.sv"", ""*_vseq.sv""]","The RTL introduces a new boot phase done state and changes state machine behavior (es_main_sm_state width 7->8, new boot_phase_done signal), invalidating existing DV sequences that assume the old boot/startup/continuous phase flow. The DV config removes boot_bypass_disable register randomization and renames enable→module_enable/fips_enable, requiring sequence updates. The scoreboard reference model must be updated to reflect the halted phase and new boot_phase_done status signal.",HIGH,claude-haiku-4-5-20251001,8352,201,0.009357
e9452b569165cbb9253f0a9702c07136814b89e3,otbn,"[otbn, rtl] Implement dmem/imem secure wipe","[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_env_pkg.sv"", ""*_if.sv"", ""*_agent.sv"", ""*_driver.sv"", ""*_monitor.sv"", ""*_vseq.sv"", ""*_base_vseq.sv"", ""*_seq.sv"", ""*_scoreboard.sv"", ""*_checker.sv""]","RTL introduces new secure wipe command types (CmdSecWipeDmem, CmdSecWipeImem), new interface signals (mems_sec_wipe, dmem_sec_wipe_urnd_key, imem_sec_wipe_urnd_key, req_sec_wipe_urnd_keys, key_req_busy flags), and significantly altered state machine logic (idle calculation, status register encoding). The DV testbench must update to handle new commands, monitor/drive new signals, and verify the restructured status/state logic. Existing sequences accessing the CMD register require updates to accommodate new command types.",HIGH,claude-haiku-4-5-20251001,4841,301,0.006346
44c554de31ec1d30878ef2ea90881d9e92dae469,usbdev,[usbdev] Fix the VBUS-is-on event's source,"[""INTERFACE_DRIFT""]","[""*_env_pkg.sv"", ""*tb_top.sv"", ""*_agent.sv""]","The RTL interrupt port was renamed from `intr_connected_o` to `intr_powered_o`, and the corresponding interrupt enumeration in DV was updated from `IntrConnected` to `IntrPowered`. This interface change breaks any DV components that encode explicit knowledge of the interrupt signal names, such as the testbench top module and environment package that directly connect to or reference these ports.",HIGH,claude-haiku-4-5-20251001,5504,161,0.006309
d77447877a7e516ec5067f89554f6a12d6f4844f,entropy_src,[entropy_src/dv] Add env. support for FW_OV pathway,"[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_env_cfg.sv"", ""*_scoreboard.sv"", ""*_vseq.sv"", ""*_seq_lib.sv""]","The commit adds support for the FW_OV (firmware observe) pathway by introducing new configuration parameters (observe_fifo_thresh, fw_read_enable, fw_over_enable), new randomization knobs, and new scoreboarding checks. The env_cfg changes introduce new random fields and constraints that must be consumed by sequences and the scoreboard must now track observe FIFO reads, necessitating reference model updates. New virtual sequences (entropy_src_fw_ov_vseq) and test code depend on these interface/configuration changes.",HIGH,claude-haiku-4-5-20251001,4786,217,0.005871
0c4edc1c828361b7e1a0d42a1b7b05cf12d7f3cf,rom_ctrl,"[rom_ctrl, dv] Added rom_ctrl_corrupt_sig_fatal_chk testcase","[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_vseq.sv"", ""*_scoreboard.sv""]","The DV diff adds a new test sequence (rom_ctrl_corrupt_sig_fatal_chk_vseq.sv) that manipulates internal FSM signals and requires scoreboard modifications (disable_rom_acc_chk flag) to suppress expected checks during corruption injection. The RTL refactoring moves FSM state enum definition from rom_ctrl_fsm.sv to rom_ctrl_pkg.sv, which could invalidate internal signal forcing paths in the sequence if those paths depend on the original module hierarchy or state encoding.",MEDIUM,claude-haiku-4-5-20251001,6527,190,0.007477
76f35f4bc2d6304aed1112fc3a3734bf135ac083,kmac,[dv/kmac] Fix kmac errors sequence,"[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_vseq.sv"", ""*_scoreboard.sv""]","The DV diff shows changes to both the smoke sequence (kmac_smoke_vseq.sv) and scoreboard (kmac_scoreboard.sv). The sequence adds a local error_injected flag and changes error expectation logic, while the scoreboard simplifies error prediction by removing conditional logic for CmdStart. These are coordinated fixes where the sequence behavior (when errors are actually injected) must align with the scoreboard's reference model expectations.",HIGH,claude-haiku-4-5-20251001,3204,172,0.004064
58f5ad256abf6c6d69622e192028748beff687ad,kmac,"[kmac/rtl,DV] Alignment on swapping alerts order","[""SEQUENCE_INVALIDATION""]","[""*_vseq.sv"", ""*_seq.sv"", ""*_seq_lib.sv""]",The alert order swap in the RTL register map (alert_test field[0] now maps to recov_operation_err instead of fatal_fault_err) requires corresponding updates in DV sequences that explicitly write to or verify alert_test register fields. The LIST_OF_ALERTS parameter update in kmac_env_pkg.sv indicates alert access patterns must be reordered in test sequences.,MEDIUM,claude-haiku-4-5-20251001,3431,160,0.004231
fd65b426f9b094836f9932b7c8606d43c185ce64,usbdev,"[usbdev] Detect AON bus reset, sense lost events","[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION""]","[""*_env_pkg.sv"", ""*_tb_top.sv"", ""*_vseq.sv"", ""*_seq.sv""]","The RTL adds new input ports (usb_aon_bus_reset_i, usb_aon_sense_lost_i) and output ports (usb_out_of_rst_o, usb_aon_wake_en_o, usb_aon_wake_ack_o, usb_suspend_o, usb_ref_val_o, usb_ref_pulse_o, ram_cfg_i) to the usbdev module interface, plus a new interrupt signal (intr_link_out_err_o). The DV diff shows these ports are being stubbed in tb.sv and a new interrupt enum added to env_pkg, but the testbench changes are incomplete port wiring and sequences that access wake_debug registers will be invalidated since those registers have been replaced with wake_events.",HIGH,claude-haiku-4-5-20251001,5462,277,0.006847
cf288893905edbb230be48884bb21889a1da7d75,kmac,[kmac] added life cycle escalation,"[""INTERFACE_DRIFT""]","[""*_tb_top.sv"", ""*_env_pkg.sv"", ""*_if.sv""]","A new life cycle escalation input port (lc_escalate_en_i) has been added to the kmac module interface. The DV testbench (tb.sv) has been updated to connect this port, but other DV components that encode explicit knowledge of the design interface (environment, agent, driver, monitor) may require corresponding updates to handle the new signal.",HIGH,claude-haiku-4-5-20251001,3803,153,0.004568
ca6dabfa85d0c8702f9d99f057a3778fb96f2637,csrng,[csrng/rtl] d2s review updates,"[""INTERFACE_DRIFT""]","[""*_tb_top.sv"", ""*_if.sv""]","The RTL changed the efuse input interface from a local logic signal (efuse_sw_app_enable) to a direct mubi8 type port (otp_en_csrng_sw_app_read_i) in csrng_core.sv. The DV diff shows removal of a commented-out testbench assignment line in tb.sv, indicating the interface definition or connection method requires update. This is a port-level interface change that may break DV component declarations.",MEDIUM,claude-haiku-4-5-20251001,5159,173,0.006024
ca536ff70e670331a22bc8e21181daad90310a60,otbn,[otbn] Fix qualifying writes to registers by operational state,"[""CHECKER_DESYNC"", ""ASSERTION_ORPHANING""]","[""*_scoreboard.sv"", ""*_checker.sv"", ""*_bind.sv"", ""*_sva.sv""]","The RTL introduces new operational state logic (idle signal) and changes register write qualification conditions (CMD only starts if in IDLE state, ERR_BITS/INSN_CNT writes gated by is_not_running). The DV scoreboard's reference model in otbn_scoreboard.sv fails to track the new IDLE state requirement for CMD execution, and the idle_checker.sv reference model is desynchronized—it was checking cmd_start regardless of state but now must properly condition on StatusIdle. The bind file must pass hw2reg to the checker to access the status field for state validation.",HIGH,claude-haiku-4-5-20251001,4592,229,0.005737
52966704e1b6409dc667f787f60dbae78143c2d1,otbn,"[otbn,dv] Teach tracer to understand bignum writes when wiping","[""INTERFACE_DRIFT""]","[""*_tracer.sv"", ""*_trace_if.sv""]","The DV diff shows changes to the tracer interface (otbn_trace_if.sv) where new input ports (rf_bignum_wr_en, rf_bignum_wr_data_no_intg, rf_bignum_wr_data_intg, rf_bignum_wr_data_intg_sel) were added and internal signal definitions were refactored. The tracer module (otbn_tracer.sv) was updated to consume these new signals, indicating the RTL side changed its interface for bignum write signals during wiping functionality, requiring the tracer to adapt.",HIGH,claude-haiku-4-5-20251001,3663,202,0.004673
7245a18ff8705fb9593db0ab9a7985500bdce315,otbn,"[otbn,dv] Define a new class of trace entry for secure wipe writes","[""CHECKER_DESYNC""]","[""*_scoreboard.sv"", ""*_checker.sv""]","The DV diff modifies the OtbnTraceChecker reference model to support a new trace entry class for secure wipe writes (WipeInProgress and WipeComplete), changing the state machine logic for coalescing partial and final trace entries. The RTL now emits these new trace types, but the checker's behavioral model is being updated to recognize and process them correctly. This is a classic checker desynchronization pattern where RTL behavioral changes (new trace entry types) require corresponding updates to the DV reference model.",HIGH,claude-haiku-4-5-20251001,4004,175,0.004879
7cc649abf27a3aa60803e769f63016c2e61ba0fc,otbn,"[otbn,dv] Wire a secure wipe enable from RTL to ISS","[""INTERFACE_DRIFT""]","[""*_env_pkg.sv"", ""*_if.sv"", ""*_agent.sv""]","The commit adds a new parameter SecWipeEn to otbn_core_model.sv and modifies the DPI-C interface (otbn_model_init signature) by adding an enable_secure_wipe parameter. This changes the interface contract between RTL/DV and the reference model, requiring DV environment and testbench infrastructure to pass this new parameter through.",MEDIUM,claude-haiku-4-5-20251001,5110,153,0.005875
553759a3928c85f48d5bf56bc08f32d919eb21f7,aes,[aes] Use one-hot encoding for OPERATION field in main control register,"[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_base_vseq.sv"", ""*_vseq.sv"", ""*_scoreboard.sv""]","The RTL change converts the OPERATION field from binary encoding to one-hot encoding, requiring updates to register field widths (bit positions shifted) in sequences and operation bit width in the scoreboard DPI call. The scoreboard reference model invocation now converts one-hot to binary before calling the C DPI function, indicating behavioral divergence between RTL and the reference model.",HIGH,claude-haiku-4-5-20251001,6376,163,0.007191
7ff1a1913f5610f0842879284254717753285832,otbn,"[otbn,dv] Avoid spurious MOD read entries in trace","[""CHECKER_DESYNC""]","[""*_trace_if.sv""]",The DV diff modifies otbn_trace_if.sv to fix a spurious trace entry by qualifying the MOD read condition with insn_fetch_resp_valid. This is a behavioral correction to the trace generation logic that must stay synchronized with the actual RTL behavior to avoid false trace artifacts in scoreboard/reference model validation.,MEDIUM,claude-haiku-4-5-20251001,1733,132,0.002393
b8a1093b1de25ff7f84c6b9dc58bbc384815aeaa,keymgr,[keymgr] Convert configuration to shadow register,"[""RAL_DESYNC"", ""SEQUENCE_INVALIDATION""]","[""*_reg_block.sv"", ""*_ral_pkg.sv"", ""*_vseq.sv"", ""*_base_vseq.sv"", ""*_seq_lib.sv"", ""*_scoreboard.sv""]","The commit splits the control register into separate start and control_shadowed registers in the RTL, requiring corresponding changes in manually maintained RAL files. The DV diff shows multiple updates to register access patterns in scoreboard and sequences (e.g., ral.control.start → ral.start.en, ral.control.operation → ral.control_shadowed.operation), indicating RAL model desynchronization and sequence invalidation due to register map restructuring.",HIGH,claude-haiku-4-5-20251001,9016,210,0.010066
